Concept,Label,Concept_Label,Lat,Long
<http://vocab.getty.edu/tgn/8701388>,Corsinge,"""Corsinge""@fr",46.239399,6.244153
<http://vocab.getty.edu/tgn/8701569>,Chalin,"""Chalin""@fr",46.185673,6.927478
<http://vocab.getty.edu/tgn/8700903>,La Boverie,"""La Boverie""@fr",46.207438,6.028201
<http://vocab.getty.edu/tgn/8701366>,Malval,"""Malval""@fr",46.211116,5.988607
<http://vocab.getty.edu/tgn/8701262>,Glüna,"""Glüna""@rm-ch",46.518236,9.811103
<http://vocab.getty.edu/tgn/8700760>,Ca d'Faret,"""Ca d'Faret""@rm-ch",46.370108,9.663606
<http://vocab.getty.edu/tgn/8700814>,Caschegna,"""Caschegna""@rm-ch",46.485848,9.632513
<http://vocab.getty.edu/tgn/8701044>,Alp Prünella,"""Alp Prünella""@rm-ch",46.508444,10.00684
<http://vocab.getty.edu/tgn/8701389>,La Gara,"""La Gara""@fr",46.239453,6.256737
<http://vocab.getty.edu/tgn/8700852>,Blattbach,"""Blattbach""@de",46.155318,7.789033
<http://vocab.getty.edu/tgn/8700861>,Condémines,"""Condémines""@fr",46.176673,7.255936
<http://vocab.getty.edu/tgn/8701580>,Crête-à-l'Oeil,"""Crête-à-l'Oeil""@fr",46.211543,7.37155
<http://vocab.getty.edu/tgn/8701494>,Fumia,"""Fumia""@rm-ch",46.449276,9.657689
<http://vocab.getty.edu/tgn/8701447>,Gumegna,"""Gumegna""@it",46.386986,9.226481
<http://vocab.getty.edu/tgn/8701076>,Bord,"""Bord""@de",46.162272,8.114577
<http://vocab.getty.edu/tgn/8701545>,Bertolène,"""Bertolène""@fr",46.139643,7.392934
<http://vocab.getty.edu/tgn/8701493>,Alp Bernina,"""Alp Bernina""@rm-ch",46.447226,9.984173
<http://vocab.getty.edu/tgn/8701551>,Le Moulin,"""Le Moulin""@fr",46.183601,6.008207
<http://vocab.getty.edu/tgn/8701543>,Champ Laurent,"""Champ Laurent""@fr",46.139386,7.181136
<http://vocab.getty.edu/tgn/8701096>,Bêtre,"""Bêtre""@fr",46.180351,6.880257
<http://vocab.getty.edu/tgn/8701380>,Les Arbères,"""Les Arbères""@fr",46.238895,6.063443
<http://vocab.getty.edu/tgn/8700969>,Alp Cancian,"""Alp Cancian""@it",46.295317,10.017064
<http://vocab.getty.edu/tgn/8701098>,Chez Fraret,"""Chez Fraret""@fr",46.180353,7.013558
<http://vocab.getty.edu/tgn/8701363>,Arvillard,"""Arvillard""@fr",46.211059,7.345918
<http://vocab.getty.edu/tgn/8700825>,Assarlay,"""Assarlay""@fr",46.065504,7.018557
<http://vocab.getty.edu/tgn/8700998>,Alp Muot Selvas,"""Alp Muot Selvas""@rm-ch",46.379136,9.788315
<http://vocab.getty.edu/tgn/8701313>,Alphitte,"""Alphitte""@de",46.180639,8.097794
<http://vocab.getty.edu/tgn/8701154>,La Touvière,"""La Touvière""@fr",46.236326,6.223088
<http://vocab.getty.edu/tgn/8700733>,Alp Vartegna,"""Alp Vartegna""@it",46.285759,10.048107
<http://vocab.getty.edu/tgn/8701323>,Chalet Neuf,"""Chalet Neuf""@fr",46.181965,7.068681
<http://vocab.getty.edu/tgn/8701140>,Grand Chêne,"""Grand Chêne""@fr",46.234937,7.014602
<http://vocab.getty.edu/tgn/8700845>,Bodme,"""Bodme""@de",46.14089,7.936469
<http://vocab.getty.edu/tgn/8701263>,Acla Bardun,"""Acla Bardun""@rm-ch",46.520468,9.880971
<http://vocab.getty.edu/tgn/8701458>,Gei,"""Gei""@it",46.38901,9.229566
<http://vocab.getty.edu/tgn/8700841>,Bidermatten,"""Bidermatten""@de",46.136952,7.929474
<http://vocab.getty.edu/tgn/8700899>,Les Baillets,"""Les Baillets""@fr",46.207185,5.99792
<http://vocab.getty.edu/tgn/8701570>,Treulaz,"""Treulaz""@fr",46.185693,6.043231
<http://vocab.getty.edu/tgn/8701557>,Villette,"""Villette""@fr",46.18435,6.186616
<http://vocab.getty.edu/tgn/8701329>,Vessy,"""Vessy""@fr",46.182457,6.166595
<http://vocab.getty.edu/tgn/8700989>,Alp da Cavloc,"""Alp da Cavloc""@it",46.376613,9.706837
<http://vocab.getty.edu/tgn/8700923>,Le Luissel,"""Le Luissel""@fr",46.234377,7.018141
<http://vocab.getty.edu/tgn/8700801>,Barscheinz,"""Barscheinz""@rm-ch",46.466605,9.659503
<http://vocab.getty.edu/tgn/8701128>,La Garenne,"""La Garenne""@fr",46.208912,6.064054
<http://vocab.getty.edu/tgn/8701484>,Acla Chuoz,"""Acla Chuoz""@rm-ch",46.538241,9.893306
<http://vocab.getty.edu/tgn/8700867>,Baule,"""Baule""@fr",46.177485,7.444238
<http://vocab.getty.edu/tgn/8700908>,Le Boet,"""Le Boet""@fr",46.233164,7.022974
<http://vocab.getty.edu/tgn/8701148>,Le Châtel,"""Le Châtel""@fr",46.236004,7.026474
<http://vocab.getty.edu/tgn/8701270>,Amodeus,"""Amodeus""@rm-ch",46.527308,9.609778
<http://vocab.getty.edu/tgn/8700915>,Champ-Bovey,"""Champ-Bovey""@fr",46.233813,6.990076
<http://vocab.getty.edu/tgn/8700794>,Alp Prüma,"""Alp Prüma""@rm-ch",46.459094,9.879838
<http://vocab.getty.edu/tgn/8701301>,Bifigjini,"""Bifigjini""@de",46.174216,8.101198
<http://vocab.getty.edu/tgn/8700766>,La Dota,"""La Dota""@it",46.371419,10.039271
<http://vocab.getty.edu/tgn/8700813>,Clavè d'Mez,"""Clavè d'Mez""@rm-ch",46.485648,9.635926
<http://vocab.getty.edu/tgn/8700873>,Sierne,"""Sierne""@fr",46.178018,6.182624
<http://vocab.getty.edu/tgn/8701040>,Alp Niemet,"""Alp Niemet""@rm-ch",46.499511,9.411532
<http://vocab.getty.edu/tgn/8700902>,Buchelieule,"""Buchelieule""@fr",46.207412,6.898533
<http://vocab.getty.edu/tgn/8701143>,Chiètres,"""Chiètres""@fr",46.235267,7.009124
<http://vocab.getty.edu/tgn/8701068>,Biffig,"""Biffig""@de",46.159443,7.797659
<http://vocab.getty.edu/tgn/8701152>,Aven,"""Aven""@fr",46.236212,7.27155
<http://vocab.getty.edu/tgn/8701306>,Bällegga,"""Bällegga""@de",46.178089,8.128824
<http://vocab.getty.edu/tgn/8700761>,Frassen,"""Frassen""@de",46.370796,9.238781
<http://vocab.getty.edu/tgn/8701351>,Merdisel,"""Merdisel""@fr",46.210352,6.041461
<http://vocab.getty.edu/tgn/8701293>,Combarigny,"""Combarigny""@fr",46.077077,7.04133
<http://vocab.getty.edu/tgn/8701256>,Arnoz,"""Arnoz""@rm-ch",46.514431,9.590321
<http://vocab.getty.edu/tgn/8700808>,Champfèr,"""Champfèr""@rm-ch",46.478104,9.812102
<http://vocab.getty.edu/tgn/8701415>,Ciüs,"""Ciüs""@it",46.300383,9.105136
<http://vocab.getty.edu/tgn/8701100>,Bendolla,"""Bendolla""@fr",46.180629,7.557556
<http://vocab.getty.edu/tgn/8700796>,Capalotta,"""Capalotta""@rm-ch",46.461915,9.669423
<http://vocab.getty.edu/tgn/8701288>,Baudrâ,"""Baudrâ""@fr",46.076082,7.500996
<http://vocab.getty.edu/tgn/8701826>,Bärgji,"""Bärgji""@de",46.213855,7.853999
<http://vocab.getty.edu/tgn/8701683>,Alp da Segl,"""Alp da Segl""@rm-ch",46.39326,9.775682
<http://vocab.getty.edu/tgn/8701671>,Arnea,"""Arnea""@it",46.39056,9.228376
<http://vocab.getty.edu/tgn/8702045>,Délifrette,"""Délifrette""@fr",46.214588,6.874675
<http://vocab.getty.edu/tgn/8701961>,Demat,"""Demat""@rm-ch",46.578933,9.652348
<http://vocab.getty.edu/tgn/8702039>,Chindonne,"""Chindonne""@fr",46.214323,6.95234
<http://vocab.getty.edu/tgn/8701745>,Charançon,"""Charançon""@fr",46.085971,7.183943
<http://vocab.getty.edu/tgn/8701748>,Cotterg,"""Cotterg""@fr",46.086093,7.209283
<http://vocab.getty.edu/tgn/8701802>,Draversa,"""Draversa""@fr",46.187457,6.890167
<http://vocab.getty.edu/tgn/8702168>,Pfaffenried,Pfaffenried,46.645297,7.419022
<http://vocab.getty.edu/tgn/8701916>,Gaisei,"""Gaisei""@it",46.401227,9.226616
<http://vocab.getty.edu/tgn/8701886>,Corsetana,"""Corsetana""@it",46.309464,9.200342
<http://vocab.getty.edu/tgn/8701581>,Peissy,"""Peissy""@fr",46.211562,6.021602
<http://vocab.getty.edu/tgn/8701660>,Alpe d'Ur,"""Alpe d'Ur""@rm-ch",46.3064,10.027418
<http://vocab.getty.edu/tgn/8701616>,Les Peutets,"""Les Peutets""@fr",46.24147,6.271326
<http://vocab.getty.edu/tgn/8702053>,Les Verpillères,"""Les Verpillères""@fr",46.215022,6.220588
<http://vocab.getty.edu/tgn/8701618>,Bielti,"""Bielti""@de",46.241523,8.012029
<http://vocab.getty.edu/tgn/8701685>,Braita,"""Braita""@it",46.393588,10.070279
<http://vocab.getty.edu/tgn/8701736>,Bréona,"""Bréona""@fr",46.083689,7.537472
<http://vocab.getty.edu/tgn/8701828>,Mategnin,"""Mategnin""@fr",46.241591,6.085813
<http://vocab.getty.edu/tgn/8701909>,Danc,"""Danc""@it",46.399567,9.228245
<http://vocab.getty.edu/tgn/8702138>,Salmsach,"""Salmsach""@de",47.55433,9.37229
<http://vocab.getty.edu/tgn/8702125>,Albertüsc,"""Albertüsc""@rm-ch",46.315728,10.097961
<http://vocab.getty.edu/tgn/8701902>,Cavril,"""Cavril""@it",46.396836,9.682362
<http://vocab.getty.edu/tgn/8701805>,Pesay,"""Pesay""@fr",46.212455,6.243499
<http://vocab.getty.edu/tgn/8701833>,Monniaz,"""Monniaz""@fr",46.242109,6.306571
<http://vocab.getty.edu/tgn/8701960>,Alp Prasüra,"""Alp Prasüra""@rm-ch",46.578331,10.448796
<http://vocab.getty.edu/tgn/8702158>,Pfeffikon,Pfeffikon,47.251546,8.180686
<http://vocab.getty.edu/tgn/8701768>,Combatzeline,"""Combatzeline""@fr",46.142801,7.334794
<http://vocab.getty.edu/tgn/8701731>,Alp Surnegn,"""Alp Surnegn""@rm-ch",46.56253,9.644803
<http://vocab.getty.edu/tgn/8701754>,Chez les Berguerand,"""Chez les Berguerand""@fr",46.087412,7.080467
<http://vocab.getty.edu/tgn/8701813>,Applayes,"""Applayes""@fr",46.212763,7.194675
<http://vocab.getty.edu/tgn/8701831>,Les Murailles,"""Les Murailles""@fr",46.241781,6.245283
<http://vocab.getty.edu/tgn/8701997>,Champex,"""Champex""@fr",46.146898,7.059952
<http://vocab.getty.edu/tgn/8701994>,Drotcher,"""Drotcher""@fr",46.145978,7.262602
<http://vocab.getty.edu/tgn/8701715>,Bargias,"""Bargias""@rm-ch",46.552162,9.539306
<http://vocab.getty.edu/tgn/8701725>,Champesch,"""Champesch""@rm-ch",46.560626,9.911461
<http://vocab.getty.edu/tgn/8702152>,Pfyn,"""Pfyn""@de",47.596931,8.954199
<http://vocab.getty.edu/tgn/8701611>,Les Mûriers,"""Les Mûriers""@fr",46.240928,7.003024
<http://vocab.getty.edu/tgn/8702071>,Domaine du Rhône,"""Domaine du Rhône""@fr",46.244767,6.991083
<http://vocab.getty.edu/tgn/8702079>,Essert,"""Essert""@fr",46.24566,6.223211
<http://vocab.getty.edu/tgn/8701788>,Clèbes,"""Clèbes""@fr",46.18636,7.336437
<http://vocab.getty.edu/tgn/8701876>,Drenola,"""Drenola""@it",46.307912,9.188716
<http://vocab.getty.edu/tgn/8701990>,Croix de Rozon,"""Croix de Rozon""@fr",46.145204,6.136577
<http://vocab.getty.edu/tgn/8701723>,Alp Spinas,"""Alp Spinas""@rm-ch",46.558344,9.844628
<http://vocab.getty.edu/tgn/8702178>,Perlen,Perlen,47.109448,8.361957
<http://vocab.getty.edu/tgn/8701673>,La Motta,"""La Motta""@it",46.390743,9.124199
<http://vocab.getty.edu/tgn/8701752>,Clambin,"""Clambin""@fr",46.086831,7.236367
<http://vocab.getty.edu/tgn/8701918>,Curtins,"""Curtins""@rm-ch",46.401582,9.775268
<http://vocab.getty.edu/tgn/8702113>,La Bosca,"""La Bosca""@it",46.313265,10.079361
<http://vocab.getty.edu/tgn/8702177>,Perrefitte,Perrefitte,47.275794,7.342972
<http://vocab.getty.edu/tgn/8701795>,Cambioule,"""Cambioule""@fr",46.186722,7.417257
<http://vocab.getty.edu/tgn/8701977>,Chemin Dessous,"""Chemin Dessous""@fr",46.091973,7.080318
<http://vocab.getty.edu/tgn/8702163>,Pfäffikon,"""Pfäffikon""@de",47.20154,8.78092
<http://vocab.getty.edu/tgn/8701772>,Les Graves,"""Les Graves""@fr",46.143007,6.00276
<http://vocab.getty.edu/tgn/8701598>,Compois,"""Compois""@fr",46.239586,6.23576
<http://vocab.getty.edu/tgn/8702154>,Pffaffhausen,Pffaffhausen,47.36712,8.626394
<http://vocab.getty.edu/tgn/8701954>,La Punt-Chamues-ch,"""La Punt-Chamues-ch""@rm-ch",46.576691,9.928303
<http://vocab.getty.edu/tgn/8701906>,Lagüzzon,"""Lagüzzon""@it",46.398593,10.072507
<http://vocab.getty.edu/tgn/8702146>,Saland,"""Saland""@de",47.386914,8.861202
<http://vocab.getty.edu/tgn/8701780>,Artseno,"""Artseno""@fr",46.144507,7.388617
<http://vocab.getty.edu/tgn/8701897>,Fopal,"""Fopal""@it",46.394789,10.065934
<http://vocab.getty.edu/tgn/8702142>,Sâles,Sâles,46.63763,6.973633
<http://vocab.getty.edu/tgn/8702006>,Charrot,"""Charrot""@fr",46.148034,6.118177
<http://vocab.getty.edu/tgn/8701898>,Acqueti,"""Acqueti""@it",46.395141,10.074193
<http://vocab.getty.edu/tgn/8702070>,La Pièce,"""La Pièce""@fr",46.244681,6.269093
<http://vocab.getty.edu/tgn/8702120>,La Crota,"""La Crota""@rm-ch",46.314911,10.074144
<http://vocab.getty.edu/tgn/8701644>,Gügliel,"""Gügliel""@it",46.303642,10.090221
<http://vocab.getty.edu/tgn/8701668>,La Tunta,"""La Tunta""@it",46.390233,10.100909
<http://vocab.getty.edu/tgn/8701964>,Foppa,"""Foppa""@rm-ch",46.579204,9.572233
<http://vocab.getty.edu/tgn/8701584>,Le Moulin,"""Le Moulin""@fr",46.211644,6.092845
<http://vocab.getty.edu/tgn/8702166>,Pfaffensprung,Pfaffensprung,46.714358,8.608241
<http://vocab.getty.edu/tgn/8701789>,Conches,"""Conches""@fr",46.186366,6.175508
<http://vocab.getty.edu/tgn/8701766>,La Mure,"""La Mure""@fr",46.142336,6.134773
<http://vocab.getty.edu/tgn/8702124>,Bertedà,"""Bertedà""@rm-ch",46.315583,9.209911
<http://vocab.getty.edu/tgn/8702173>,Péry,Péry,47.194268,7.249601
<http://vocab.getty.edu/tgn/8701804>,La Place,"""La Place""@fr",46.212448,6.216967
<http://vocab.getty.edu/tgn/8701792>,Chavalet,"""Chavalet""@fr",46.186445,6.882036
<http://vocab.getty.edu/tgn/8701915>,Chalchais,"""Chalchais""@rm-ch",46.400462,9.776294
<http://vocab.getty.edu/tgn/8701714>,Bever,"""Bever""@rm-ch",46.552085,9.888683
<http://vocab.getty.edu/tgn/8701596>,Bord,"""Bord""@de",46.212303,7.904432
<http://vocab.getty.edu/tgn/8701975>,Cries,"""Cries""@fr",46.091087,7.177072
<http://vocab.getty.edu/tgn/8701662>,Funtania,"""Funtania""@rm-ch",46.306723,10.084238
<http://vocab.getty.edu/tgn/8701615>,Choëx,"""Choëx""@fr",46.241428,6.950731
<http://vocab.getty.edu/tgn/8701889>,Bignideu,"""Bignideu""@rm-ch",46.31022,10.045644
<http://vocab.getty.edu/tgn/8702156>,Pfeffingen,Pfeffingen,47.459566,7.589947
<http://vocab.getty.edu/tgn/8701718>,Isellas,"""Isellas""@rm-ch",46.555504,9.90894
<http://vocab.getty.edu/tgn/8701730>,Cresta,"""Cresta""@rm-ch",46.562293,9.449326
<http://vocab.getty.edu/tgn/8701878>,Annunziata,"""Annunziata""@it",46.30809,10.067151
<http://vocab.getty.edu/tgn/8701593>,Brunnu,"""Brunnu""@de",46.212217,8.042996
<http://vocab.getty.edu/tgn/8702153>,Pfungen,Pfungen,47.514807,8.645586
<http://vocab.getty.edu/tgn/8701721>,Farera,"""Farera""@rm-ch",46.556672,9.439606
<http://vocab.getty.edu/tgn/8701653>,Braggio,"""Braggio""@it",46.30533,9.123995
<http://vocab.getty.edu/tgn/8701950>,Alp Naladas,"""Alp Naladas""@rm-ch",46.573813,9.556112
<http://vocab.getty.edu/tgn/8701797>,Bodmen,"""Bodmen""@de",46.186793,7.818291
<http://vocab.getty.edu/tgn/8702027>,Ahorn,"""Ahorn""@de",46.189127,7.902772
<http://vocab.getty.edu/tgn/8702008>,Evordes,"""Evordes""@fr",46.148154,6.141333
<http://vocab.getty.edu/tgn/8701654>,Balegna,"""Balegna""@it",46.305426,10.091853
<http://vocab.getty.edu/tgn/8702129>,Samstagern,Samstagern,47.191122,8.685329
<http://vocab.getty.edu/tgn/8701777>,Landecy,"""Landecy""@fr",46.144423,6.129818
<http://vocab.getty.edu/tgn/8702208>,Lelin,Lelin,46.933333,7.966667
<http://vocab.getty.edu/tgn/8702344>,Äscher,"""Äscher""@de",47.283279,9.41425
<http://vocab.getty.edu/tgn/8702279>,Cressier,Cressier,46.898995,7.140376
<http://vocab.getty.edu/tgn/8702268>,Friedau,Friedau,47.330161,7.798664
<http://vocab.getty.edu/tgn/8702306>,Bolgen,Bolgen,46.788804,9.821842
<http://vocab.getty.edu/tgn/8702181>,Möriken,Möriken,47.415556,8.18446
<http://vocab.getty.edu/tgn/8702470>,Hertenstein,Hertenstein,47.487454,8.31261
<http://vocab.getty.edu/tgn/8702278>,Cressier,Cressier,47.051539,7.03731
<http://vocab.getty.edu/tgn/8702412>,Papiermühle,Papiermühle,46.976539,7.48138
<http://vocab.getty.edu/tgn/8702305>,Boll,Boll,46.954085,7.548335
<http://vocab.getty.edu/tgn/8702458>,Laupersdorf,Laupersdorf,47.31426,7.650532
<http://vocab.getty.edu/tgn/8702333>,Agettes,Agettes,46.211204,7.373692
<http://vocab.getty.edu/tgn/8702367>,Stallen,Stallen,47.516667,7.55
<http://vocab.getty.edu/tgn/8702392>,Saicourt,Saicourt,47.242807,7.207453
<http://vocab.getty.edu/tgn/8702231>,Hochfinstermünz,Hochfinstermünz,46.930289,10.490108
<http://vocab.getty.edu/tgn/8702454>,Lausen,Lausen,47.475823,7.765687
<http://vocab.getty.edu/tgn/8702188>,Morens,Morens,46.844223,6.907277
<http://vocab.getty.edu/tgn/8702447>,Lavey-les-Bains,"""Lavey-les-Bains""@fr",46.205168,7.016599
<http://vocab.getty.edu/tgn/8702254>,Füllinsdorf,Füllinsdorf,47.505507,7.732537
<http://vocab.getty.edu/tgn/8702441>,Le Bry,Le Bry,46.703454,7.083301
<http://vocab.getty.edu/tgn/8702215>,Leibstadt,Leibstadt,47.587904,8.176108
<http://vocab.getty.edu/tgn/8702323>,Blauen,Blauen,47.450235,7.518477
<http://vocab.getty.edu/tgn/8702310>,Bögia,"""Bögia""@rm-ch",46.464299,9.685051
<http://vocab.getty.edu/tgn/8702222>,Le Chenit,Le Chenit,46.6,6.233333
<http://vocab.getty.edu/tgn/8702261>,Frunt,Frunt,46.582785,9.118994
<http://vocab.getty.edu/tgn/8702293>,Courtepin,Courtepin,46.85,7.2
<http://vocab.getty.edu/tgn/8702300>,Courlevon,Courlevon,46.889289,7.110575
<http://vocab.getty.edu/tgn/8702255>,Full,Full,47.583333,8.2
<http://vocab.getty.edu/tgn/8702312>,Boden,Boden,46.866667,8.583333
<http://vocab.getty.edu/tgn/8702315>,Blumenstein,Blumenstein,46.7421,7.521361
<http://vocab.getty.edu/tgn/8702461>,Laufen,Laufen,47.672186,8.613771
<http://vocab.getty.edu/tgn/8702299>,Courrendlin,Courrendlin,47.337584,7.372369
<http://vocab.getty.edu/tgn/8702467>,Hessigkofen,Hessigkofen,47.14134,7.466703
<http://vocab.getty.edu/tgn/8702366>,Stallikon,Stallikon,47.326873,8.488705
<http://vocab.getty.edu/tgn/8702226>,Le Chalet-à-Gobet,Le Chalet-à-Gobet,46.564826,6.692633
<http://vocab.getty.edu/tgn/8702219>,Le Crêt,Le Crêt,46.609396,6.910201
<http://vocab.getty.edu/tgn/8702346>,Aeschau,Aeschau,46.909547,7.76181
<http://vocab.getty.edu/tgn/8702214>,Leimbach,Leimbach,47.56114,9.18806
<http://vocab.getty.edu/tgn/8702224>,Le Châtelard,Le Châtelard,46.501724,6.703554
<http://vocab.getty.edu/tgn/8702267>,Frieswil,Frieswil,46.995136,7.285583
<http://vocab.getty.edu/tgn/8702195>,Moosleerau,Moosleerau,47.269724,8.0593
<http://vocab.getty.edu/tgn/8702298>,Courroux,Courroux,47.361557,7.375036
<http://vocab.getty.edu/tgn/8702238>,Hirzel,Hirzel,47.216667,8.6
<http://vocab.getty.edu/tgn/8702210>,Le Landeron,Le Landeron,47.056195,7.071841
<http://vocab.getty.edu/tgn/8702250>,Hintere-Windspillen,Hintere-Windspillen,46.4,7.3
<http://vocab.getty.edu/tgn/8702434>,Montagny-la-Ville,Montagny-la-Ville,46.818348,6.999622
<http://vocab.getty.edu/tgn/8702272>,Frenkendorf,Frenkendorf,47.506858,7.716483
<http://vocab.getty.edu/tgn/8702350>,Stein,"""Stein""@de",47.372681,9.343568
<http://vocab.getty.edu/tgn/8702452>,Lavaux,Lavaux,46.479094,6.785347
<http://vocab.getty.edu/tgn/8702220>,Le Contour,Le Contour,46.423117,7.146104
<http://vocab.getty.edu/tgn/8702212>,Leissigen,Leissigen,46.654595,7.775479
<http://vocab.getty.edu/tgn/8702335>,Agarn,"""Agarn""@de",46.295965,7.666309
<http://vocab.getty.edu/tgn/8702241>,Hinter Wallegg,Hinter Wallegg,46.401127,7.236039
<http://vocab.getty.edu/tgn/8702284>,Crans,Crans,46.359124,6.205814
<http://vocab.getty.edu/tgn/8702263>,Froideville,Froideville,46.600146,6.68457
<http://vocab.getty.edu/tgn/8702206>,Le Mont-sur-Lausanne,Le Mont-sur-Lausanne,46.557743,6.634562
<http://vocab.getty.edu/tgn/8702251>,Hinterdorf,Hinterdorf,46.974987,9.159817
<http://vocab.getty.edu/tgn/8702236>,Hitzkirch,Hitzkirch,47.223892,8.265021
<http://vocab.getty.edu/tgn/8702237>,Hittnau,Hittnau,47.37011,8.82338
<http://vocab.getty.edu/tgn/8702332>,Agiez,Agiez,46.72067,6.508084
<http://vocab.getty.edu/tgn/8702275>,Freidorf,Freidorf,47.533333,7.633333
<http://vocab.getty.edu/tgn/8702338>,Affeltrangen,"""Affeltrangen""@de",47.525812,9.033068
<http://vocab.getty.edu/tgn/8702182>,Mörigen,Mörigen,47.085099,7.214133
<http://vocab.getty.edu/tgn/8702357>,Staufen,Staufen,47.383724,8.166062
<http://vocab.getty.edu/tgn/8702339>,Aeugst,Aeugst,47.270413,8.483312
<http://vocab.getty.edu/tgn/8702290>,Courtion,Courtion,46.857371,7.06917
<http://vocab.getty.edu/tgn/8702245>,Hinterlochen,"""Hinterlochen""@de",47.461779,9.550564
<http://vocab.getty.edu/tgn/8702247>,Hinter Horbis,Hinter Horbis,46.832078,8.432593
<http://vocab.getty.edu/tgn/8702317>,Blitzingen,Blitzingen,46.443599,8.201904
<http://vocab.getty.edu/tgn/8702340>,Aettenschwil,Aettenschwil,47.18356,8.371846
<http://vocab.getty.edu/tgn/8702463>,Himmelried,Himmelried,47.421111,7.596594
<http://vocab.getty.edu/tgn/8702469>,Herzberg,Herzberg,47.433333,8.033333
<http://vocab.getty.edu/tgn/8702296>,Courtedoux,Courtedoux,47.408195,7.042814
<http://vocab.getty.edu/tgn/8702184>,Morgeten,Morgeten,46.683333,7.433333
<http://vocab.getty.edu/tgn/8702273>,Frenières,Frenières,46.261981,7.070766
<http://vocab.getty.edu/tgn/8702246>,Hinterkappelen,Hinterkappelen,46.967781,7.379561
<http://vocab.getty.edu/tgn/8702229>,Hochwald,Hochwald,47.458299,7.641803
<http://vocab.getty.edu/tgn/8702259>,Frutt,Frutt,46.774152,8.270517
<http://vocab.getty.edu/tgn/8702457>,Lauperswil,Lauperswil,46.965443,7.741967
<http://vocab.getty.edu/tgn/8702369>,Stalden,Stalden,46.886559,8.212606
<http://vocab.getty.edu/tgn/8702295>,Courtelary,Courtelary,47.179369,7.072954
<http://vocab.getty.edu/tgn/8702320>,Blausee,Blausee,46.532085,7.669877
<http://vocab.getty.edu/tgn/8702262>,Fruence,Fruence,46.521561,6.909148
<http://vocab.getty.edu/tgn/8702342>,Aeschlen,Aeschlen,46.720027,7.699279
<http://vocab.getty.edu/tgn/8702287>,Cra digl Lai,Cra digl Lai,46.608432,9.535123
<http://vocab.getty.edu/tgn/8702256>,Fulenbach,Fulenbach,47.274958,7.833435
<http://vocab.getty.edu/tgn/8702465>,Hildisrieden,Hildisrieden,47.150677,8.225819
<http://vocab.getty.edu/tgn/8702258>,Fuhre,Fuhre,46.483333,7.566667
<http://vocab.getty.edu/tgn/8702386>,Saint-Brais,Saint-Brais,47.306115,7.113681
<http://vocab.getty.edu/tgn/8702389>,Saint-Aubin,Saint-Aubin,46.898363,6.775908
<http://vocab.getty.edu/tgn/8702291>,Courtételle,Courtételle,47.341145,7.31855
<http://vocab.getty.edu/tgn/8702239>,Hirschhorn,Hirschhorn,46.775643,7.383751
<http://vocab.getty.edu/tgn/8702294>,Courtemaîche,Courtemaîche,47.457244,7.04825
<http://vocab.getty.edu/tgn/8702302>,Bolzbach,Bolzbach,46.898194,8.593593
<http://vocab.getty.edu/tgn/8702244>,Hinter Netschbühl,Hinter Netschbühl,46.883333,7.766667
<http://vocab.getty.edu/tgn/8702309>,Bogis-Bossey,Bogis-Bossey,46.35,6.166667
<http://vocab.getty.edu/tgn/8702418>,Montignez,Montignez,47.48706,7.056579
<http://vocab.getty.edu/tgn/8702313>,Boden,Boden,46.668756,8.266648
